date,game_pk,batter,name,team,matchup,slot,p_hit,hit_odds,no_hit_odds,actual_hit,yes_cents
2026-06-26,823285,518692,Freddie Freeman,LAD,LAD @ SD,3,0.6824,-194.0,223.0,1,66.0
2026-06-26,823039,805300,Jakob Marsee,MIA,MIA @ STL,1,0.6807,,,1,
2026-06-26,822962,680700,Richie Palacios,TB,AZ @ TB,4,0.6802,,,0,
2026-06-26,823206,621566,Matt Olson,ATL,ATL @ SF,3,0.6801,,,0,
2026-06-26,824582,677951,Bobby Witt,KC,KC @ CWS,2,0.6775,,,1,
2026-06-26,824582,695506,Jac Caglianone,KC,KC @ CWS,3,0.6771,,,0,
2026-06-26,824582,686681,Michael Massey,KC,KC @ CWS,5,0.6763,,,1,
2026-06-26,824743,677800,Wilyer Abreu,BOS,NYY @ BOS,3,0.6747,,,0,
2026-06-26,823773,592885,Christian Yelich,MIL,CHC @ MIL,1,0.6747,-178.0,194.0,0,64.0
2026-06-26,824423,677594,Julio Rodríguez,SEA,SEA @ CLE,2,0.6747,,,1,
2026-06-26,823773,694192,Jackson Chourio,MIL,CHC @ MIL,2,0.6747,,,1,
2026-06-26,823206,808982,Jung Hoo Lee,SF,ATL @ SF,5,0.6732,,,0,
2026-06-26,824582,668942,Josh Rojas,KC,KC @ CWS,7,0.6731,,,0,
2026-06-26,823363,664040,Brandon Lowe,PIT,CIN @ PIT,2,0.6731,,,1,
2026-06-26,823363,804606,Konnor Griffin,PIT,CIN @ PIT,1,0.6731,,,1,
2026-06-26,822796,669394,Jake Burger,TEX,TEX @ TOR,4,0.6729,,,1,
2026-06-26,822962,672515,Gabriel Moreno,AZ,AZ @ TB,4,0.6726,,,1,
2026-06-26,823285,660271,Shohei Ohtani,LAD,LAD @ SD,1,0.6718,-257.0,317.0,1,72.0
2026-06-26,823610,664761,Alec Bohm,PHI,PHI @ NYM,4,0.6715,,,0,
2026-06-26,822962,682998,Corbin Carroll,AZ,AZ @ TB,3,0.6711,,,1,
2026-06-26,823285,665487,Fernando Tatís,SD,LAD @ SD,1,0.671,-203.0,233.0,1,67.0
2026-06-26,822796,665489,Vladimir Guerrero,TOR,TEX @ TOR,3,0.671,,,0,
2026-06-26,824423,668227,Randy Arozarena,SEA,SEA @ CLE,1,0.6672,-203.0,212.0,1,67.0
2026-06-26,823610,607208,Trea Turner,PHI,PHI @ NYM,1,0.6672,,,0,
2026-06-26,824423,677587,Brayan Rocchio,CLE,SEA @ CLE,3,0.6672,,,1,
2026-06-26,824014,694384,Nolan Schanuel,LAA,ATH @ LAA,2,0.6672,,,1,
2026-06-26,823039,802139,Jj Wetherholt,STL,MIA @ STL,1,0.6653,,,1,
2026-06-26,823039,676475,Alec Burleson,STL,MIA @ STL,3,0.6653,,,0,
2026-06-26,822796,664702,Myles Straw,TOR,TEX @ TOR,2,0.6653,,,0,
2026-06-26,822962,672695,Geraldo Perdomo,AZ,AZ @ TB,2,0.6641,,,1,
2026-06-26,824824,686611,Dylan Crews,WSH,WSH @ BAL,5,0.663,,,0,
2026-06-26,824255,669384,Raynel Delgado,HOU,HOU @ DET,3,0.6621,,,0,
2026-06-26,824014,703607,Henry Bolte,ATH,ATH @ LAA,1,0.6621,,,0,
2026-06-26,823688,668904,Royce Lewis,MIN,COL @ MIN,6,0.6621,,,0,
2026-06-26,823688,686797,Brooks Lee,MIN,COL @ MIN,7,0.662,,,1,
2026-06-26,824255,676694,Jake Meyers,HOU,HOU @ DET,2,0.6606,,,1,
2026-06-26,824423,700932,Kyle Manzardo,CLE,SEA @ CLE,2,0.6606,,,1,
2026-06-26,824824,624413,Pete Alonso,BAL,WSH @ BAL,3,0.6606,-178.0,203.0,1,64.0
2026-06-26,824743,681508,Mickey Gasper,BOS,NYY @ BOS,1,0.6603,,,0,
2026-06-26,822796,672284,Jarred Kelenic,TEX,TEX @ TOR,3,0.6603,,,0,
2026-06-26,824824,695578,James Wood,WSH,WSH @ BAL,1,0.6603,-203.0,233.0,0,67.0
2026-06-26,823206,805811,Bryce Eldridge,SF,ATL @ SF,2,0.6603,,,1,
2026-06-26,823773,691718,Pete Crow-Armstrong,CHC,CHC @ MIL,1,0.6601,-144.0,170.0,0,59.0
2026-06-26,824582,691019,Kyle Teel,CWS,KC @ CWS,3,0.6591,,,0,
2026-06-26,823039,669065,Kyle Stowers,MIA,MIA @ STL,4,0.6591,,,1,
2026-06-26,823039,672640,Otto Lopez,MIA,MIA @ STL,5,0.6582,,,1,
2026-06-26,823610,665742,Juan Soto,NYM,PHI @ NYM,2,0.6582,,,1,
2026-06-26,823039,671056,Iván Herrera,STL,MIA @ STL,2,0.658,,,1,
2026-06-26,824824,621493,Taylor Ward,BAL,WSH @ BAL,1,0.6579,,,0,
2026-06-26,824743,641355,Cody Bellinger,NYY,NYY @ BOS,3,0.6579,-186.0,223.0,1,65.0
2026-06-26,824255,693307,Dillon Dingler,DET,HOU @ DET,2,0.6564,,,0,
2026-06-26,822962,676356,Jonny Deluca,TB,AZ @ TB,5,0.6552,,,0,
2026-06-26,824423,686527,Dominic Canzone,SEA,SEA @ CLE,4,0.6551,,,1,
2026-06-26,823773,661388,William Contreras,MIL,CHC @ MIL,4,0.6551,,,0,
2026-06-26,822796,679822,Justin Foscue,TEX,TEX @ TOR,5,0.6548,,,1,
2026-06-26,822796,543807,George Springer,TOR,TEX @ TOR,1,0.6528,,,0,
2026-06-26,822796,677649,Ezequiel Duran,TEX,TEX @ TOR,6,0.6528,,,1,
2026-06-26,824014,687263,Zach Neto,LAA,ATH @ LAA,1,0.6528,,,0,
2026-06-26,824255,701162,Ben Malgeri,DET,HOU @ DET,3,0.6526,,,0,
2026-06-26,823688,681198,Tj Rumfield,COL,COL @ MIN,4,0.6523,,,1,
2026-06-26,824743,502671,Paul Goldschmidt,NYY,NYY @ BOS,1,0.6516,,,0,
2026-06-26,824014,666176,Jo Adell,LAA,ATH @ LAA,3,0.6513,,,1,
2026-06-26,823363,542303,Marcell Ozuna,PIT,CIN @ PIT,4,0.65,,,0,
2026-06-26,824255,701678,Hao-Yu Lee,DET,HOU @ DET,1,0.65,,,1,
2026-06-26,823363,667472,Dane Myers,CIN,CIN @ PIT,1,0.65,,,1,
2026-06-26,824423,683953,Travis Bazzana,CLE,SEA @ CLE,1,0.65,,,1,
2026-06-26,824582,678577,Junior Perez,CWS,KC @ CWS,4,0.6495,,,0,
2026-06-26,824743,691176,Jasson Domínguez,NYY,NYY @ BOS,4,0.6477,,,0,
2026-06-26,823773,686217,Sal Frelick,MIL,CHC @ MIL,6,0.6477,,,1,
2026-06-26,823039,691788,Joe Mack,MIA,MIA @ STL,7,0.6477,,,1,
2026-06-26,822796,553869,Elías Díaz,TEX,TEX @ TOR,7,0.6473,,,1,
2026-06-26,823285,605141,Mookie Betts,LAD,LAD @ SD,4,0.6473,-194.0,223.0,1,66.0
2026-06-26,822796,696030,Alejandro Osuna,TEX,TEX @ TOR,8,0.6473,,,1,
2026-06-26,824743,702332,Caleb Durbin,BOS,NYY @ BOS,6,0.6462,,,1,
2026-06-26,823688,671289,Tyler Freeman,COL,COL @ MIN,6,0.6462,,,1,
2026-06-26,824743,700250,Ben Rice,NYY,NYY @ BOS,2,0.6462,,,0,
2026-06-26,822962,571448,Nolan Arenado,AZ,AZ @ TB,5,0.6457,,,1,
2026-06-26,823363,656811,Ryan O'Hearn,PIT,CIN @ PIT,5,0.645,,,1,
2026-06-26,823610,547180,Bryce Harper,PHI,PHI @ NYM,3,0.645,,,1,
2026-06-26,823285,669242,Tommy Edman,LAD,LAD @ SD,7,0.6422,,,1,
2026-06-26,824824,682928,Cj Abrams,WSH,WSH @ BAL,4,0.6422,-194.0,223.0,0,66.0
2026-06-26,823610,596019,Francisco Lindor,NYM,PHI @ NYM,4,0.6422,,,1,
2026-06-26,823285,500743,Miguel Rojas,LAD,LAD @ SD,6,0.6422,,,0,
2026-06-26,824014,669127,Shea Langeliers,ATH,ATH @ LAA,3,0.6422,,,1,
2026-06-26,824743,575929,Willson Contreras,BOS,NYY @ BOS,4,0.6399,,,1,
2026-06-26,823206,686948,Drake Baldwin,ATL,ATL @ SF,5,0.6396,,,0,
2026-06-26,823610,666182,Bo Bichette,NYM,PHI @ NYM,3,0.6389,,,1,
2026-06-26,824824,681297,Colton Cowser,BAL,WSH @ BAL,5,0.6384,,,0,
2026-06-26,823773,608324,Alex Bregman,CHC,CHC @ MIL,2,0.6384,-144.0,163.0,0,59.0
2026-06-26,824423,696135,Kahlil Watson,CLE,SEA @ CLE,4,0.6384,,,1,
2026-06-26,822962,656775,Cedric Mullins,TB,AZ @ TB,6,0.6384,,,1,
2026-06-26,824255,673237,Yainer Diaz,HOU,HOU @ DET,7,0.6384,,,1,
2026-06-26,824582,521692,Salvador Pérez,KC,KC @ CWS,6,0.638,,,1,
2026-06-26,824824,694212,Samuel Basallo,BAL,WSH @ BAL,6,0.6378,,,1,
2026-06-26,824255,572233,Christian Walker,HOU,HOU @ DET,4,0.6356,,,1,
2026-06-26,823610,701807,Carson Benge,NYM,PHI @ NYM,1,0.6356,,,1,
2026-06-26,823285,681624,Andy Pages,LAD,LAD @ SD,2,0.6356,,,1,
2026-06-26,824423,647304,Josh Naylor,SEA,SEA @ CLE,5,0.6356,,,1,
2026-06-26,823688,696100,Hunter Goodman,COL,COL @ MIN,3,0.6356,,,1,
2026-06-26,824255,694728,Brice Matthews,HOU,HOU @ DET,5,0.6351,,,0,
2026-06-26,822796,676391,Ernie Clement,TOR,TEX @ TOR,6,0.6348,,,1,
2026-06-26,824423,680757,Steven Kwan,CLE,SEA @ CLE,7,0.6347,-138.0,163.0,0,58.0
2026-06-26,823285,701538,Jackson Merrill,SD,LAD @ SD,3,0.6339,-150.0,178.0,1,60.0
2026-06-26,822796,662139,Daulton Varsho,TOR,TEX @ TOR,5,0.6329,,,0,
2026-06-26,823610,656537,Derek Hill,PHI,PHI @ NYM,6,0.632,,,1,
2026-06-26,822962,666971,Lourdes Gurriel,AZ,AZ @ TB,7,0.6315,,,0,
2026-06-26,824582,682668,Luisangel Acuña,CWS,KC @ CWS,5,0.6301,,,0,
2026-06-26,823363,695257,Billy Cook,PIT,CIN @ PIT,6,0.6301,,,0,
2026-06-26,824014,701762,Nick Kurtz,ATH,ATH @ LAA,2,0.6289,,,1,
2026-06-26,823039,681715,Heriberto Hernandez,MIA,MIA @ STL,6,0.6263,,,0,
2026-06-26,824582,657041,Lane Thomas,KC,KC @ CWS,4,0.6254,,,0,
2026-06-26,823039,691023,Jordan Walker,STL,MIA @ STL,4,0.6254,,,1,
2026-06-26,824255,682985,Riley Greene,DET,HOU @ DET,4,0.6254,,,1,
2026-06-26,824014,691016,Tyler Soderstrom,ATH,ATH @ LAA,4,0.6254,,,0,
2026-06-26,823206,642086,Dominic Smith,ATL,ATL @ SF,7,0.6254,,,0,
2026-06-26,824423,672356,Gabriel Arias,CLE,SEA @ CLE,6,0.6249,,,1,
2026-06-26,823363,693304,Nick Gonzales,PIT,CIN @ PIT,7,0.6245,,,1,
2026-06-26,823039,663457,Lars Nootbaar,STL,MIA @ STL,5,0.6235,,,1,
2026-06-26,824014,687093,Vaughn Grissom,LAA,ATH @ LAA,7,0.6235,,,0,
2026-06-26,824743,678011,Anthony Seigler,BOS,NYY @ BOS,7,0.6217,,,1,
2026-06-26,824582,679845,Nick Loftin,KC,KC @ CWS,8,0.6202,,,0,
2026-06-26,824255,690993,Colt Keith,DET,HOU @ DET,6,0.6191,,,0,
2026-06-26,823610,656941,Kyle Schwarber,PHI,PHI @ NYM,2,0.6188,,,0,
2026-06-26,823285,669392,Samad Taylor,SD,LAD @ SD,2,0.6188,,,0,
2026-06-26,823206,646240,Rafael Devers,SF,ATL @ SF,4,0.6188,,,1,
2026-06-26,823688,650489,Willi Castro,COL,COL @ MIN,5,0.6188,,,0,
2026-06-26,824824,695734,Daylen Lile,WSH,WSH @ BAL,6,0.6185,,,1,
2026-06-26,824824,691723,Coby Mayo,BAL,WSH @ BAL,4,0.6167,,,0,
2026-06-26,823363,682829,Elly De La Cruz,CIN,CIN @ PIT,2,0.615,-194.0,203.0,0,66.0
2026-06-26,823039,691026,Masyn Winn,STL,MIA @ STL,6,0.6149,,,1,
2026-06-26,823285,592518,Manny Machado,SD,LAD @ SD,4,0.6134,-127.0,150.0,0,56.0
2026-06-26,823610,669016,Brandon Marsh,PHI,PHI @ NYM,5,0.6131,,,1,
2026-06-26,824824,665750,Leody Taveras,BAL,WSH @ BAL,7,0.6126,,,0,
2026-06-26,822796,672960,Kazuma Okamoto,TOR,TEX @ TOR,4,0.6126,,,0,
2026-06-26,824255,694388,Joey Loperfido,HOU,HOU @ DET,6,0.612,,,0,
2026-06-26,823363,668709,Jj Bleday,CIN,CIN @ PIT,3,0.6116,,,1,
2026-06-26,824423,663728,Cal Raleigh,SEA,SEA @ CLE,3,0.609,-150.0,156.0,0,60.0
2026-06-26,824014,624585,Jorge Soler,LAA,ATH @ LAA,4,0.6088,,,1,
2026-06-26,824743,680776,Jarren Duran,BOS,NYY @ BOS,5,0.6087,,,0,
2026-06-26,824743,665862,Jazz Chisholm,NYY,NYY @ BOS,6,0.6076,,,0,
2026-06-26,823285,669743,Alex Call,LAD,LAD @ SD,5,0.6068,,,0,
2026-06-26,824014,641680,Jonah Heim,ATH,ATH @ LAA,5,0.6068,,,1,
2026-06-26,823039,665923,Esteury Ruiz,MIA,MIA @ STL,8,0.6063,,,0,
2026-06-26,824582,805367,Chase Meidroth,CWS,KC @ CWS,6,0.6054,,,1,
2026-06-26,822962,678489,Jorge Barrosa,AZ,AZ @ TB,6,0.6023,,,0,
2026-06-26,823773,673548,Seiya Suzuki,CHC,CHC @ MIL,4,0.6002,,,1,
2026-06-26,824824,677588,José Tena,WSH,WSH @ BAL,7,0.6001,,,1,
2026-06-26,823285,609280,Miguel Andújar,SD,LAD @ SD,7,0.5991,,,1,
2026-06-26,824423,645302,Víctor Robles,SEA,SEA @ CLE,7,0.5991,,,0,
2026-06-26,824824,671277,Luis García,WSH,WSH @ BAL,8,0.598,,,1,
2026-06-26,823610,805999,A. J. Ewing,NYM,PHI @ NYM,6,0.5967,,,1,
2026-06-26,823773,806198,Cooper Pratt,MIL,CHC @ MIL,8,0.5957,,,0,
2026-06-26,823363,663968,Jake Mangum,PIT,CIN @ PIT,8,0.5957,,,1,
2026-06-26,823610,592663,J. T. Realmuto,PHI,PHI @ NYM,7,0.5957,,,1,
2026-06-26,824255,701358,Cam Smith,HOU,HOU @ DET,8,0.5957,,,1,
2026-06-26,822796,649966,Luis Urías,TOR,TEX @ TOR,7,0.5957,,,0,
2026-06-26,823773,683737,Michael Busch,CHC,CHC @ MIL,3,0.5957,,,1,
2026-06-26,824423,702284,Cole Young,SEA,SEA @ CLE,8,0.5952,,,1,
2026-06-26,823688,656484,Tristan Gray,MIN,COL @ MIN,8,0.5951,,,1,
2026-06-26,823285,687749,Jase Bowen,SD,LAD @ SD,5,0.5929,,,0,
2026-06-26,824014,685133,Wade Meckler,LAA,ATH @ LAA,5,0.5923,,,0,
2026-06-26,824255,679529,Spencer Torkelson,DET,HOU @ DET,5,0.5923,,,1,
2026-06-26,823773,669003,Garrett Mitchell,MIL,CHC @ MIL,7,0.5915,,,0,
2026-06-26,824255,663837,Matt Vierling,DET,HOU @ DET,8,0.5915,,,0,
2026-06-26,824743,676609,José Caballero,NYY,NYY @ BOS,5,0.5901,,,0,
2026-06-26,823206,656305,Matt Chapman,SF,ATL @ SF,7,0.5895,,,0,
2026-06-26,823206,642715,Willy Adames,SF,ATL @ SF,6,0.5895,,,1,
2026-06-26,823363,701398,Sal Stewart,CIN,CIN @ PIT,4,0.5871,,,1,
2026-06-26,823610,676724,Jared Young,NYM,PHI @ NYM,5,0.5843,,,0,
2026-06-26,823773,641343,Jake Bauers,MIL,CHC @ MIL,5,0.5843,,,0,
2026-06-26,823688,694249,Cole Carrigg,COL,COL @ MIN,7,0.5833,,,0,
2026-06-26,822962,670764,Taylor Walls,TB,AZ @ TB,8,0.5829,,,1,
2026-06-26,823363,682622,Noelvi Marte,CIN,CIN @ PIT,5,0.5816,,,0,
2026-06-26,823610,681082,Bryson Stott,PHI,PHI @ NYM,8,0.5812,,,0,
2026-06-26,822962,683748,Victor Mesa,TB,AZ @ TB,7,0.5805,,,1,
2026-06-26,824014,694203,Denzer Guzman,LAA,ATH @ LAA,6,0.5787,,,1,
2026-06-26,824743,657136,Connor Wong,BOS,NYY @ BOS,8,0.5784,,,1,
2026-06-26,824423,641487,J. P. Crawford,SEA,SEA @ CLE,6,0.5784,,,0,
2026-06-26,823773,663538,Nico Hoerner,CHC,CHC @ MIL,6,0.5724,,,1,
2026-06-26,824743,683011,Anthony Volpe,NYY,NYY @ BOS,7,0.5719,,,0,
2026-06-26,824014,671732,Lawrence Butler,ATH,ATH @ LAA,6,0.5719,,,1,
2026-06-26,823039,691458,Blaze Jordan,STL,MIA @ STL,8,0.5715,,,0,
2026-06-26,824255,656716,Zach Mckinstry,DET,HOU @ DET,7,0.5661,,,1,
2026-06-26,823773,608348,Carson Kelly,CHC,CHC @ MIL,7,0.5661,,,1,
2026-06-26,824582,695731,Braden Montgomery,CWS,KC @ CWS,7,0.5661,,,1,
2026-06-26,823363,553993,Eugenio Suárez,CIN,CIN @ PIT,6,0.5648,,,1,
2026-06-26,823285,823550,Sung Mun Song,SD,LAD @ SD,8,0.5644,,,0,
2026-06-26,823039,701675,Nathan Church,STL,MIA @ STL,7,0.5635,,,0,
2026-06-26,823285,593428,Xander Bogaerts,SD,LAD @ SD,6,0.5635,,,0,
2026-06-26,823206,663586,Austin Riley,ATL,ATL @ SF,6,0.5607,,,0,
2026-06-26,823285,687221,Dalton Rushing,LAD,LAD @ SD,8,0.5585,,,1,
2026-06-26,824824,702616,Jackson Holliday,BAL,WSH @ BAL,8,0.5573,,,0,
2026-06-26,823363,668715,Spencer Steer,CIN,CIN @ PIT,7,0.5572,,,1,
2026-06-26,824582,671976,Tristan Peters,CWS,KC @ CWS,8,0.5555,,,0,
2026-06-26,822962,656976,Pavin Smith,AZ,AZ @ TB,8,0.5512,,,0,
2026-06-26,824014,681351,Logan O'Hoppe,LAA,ATH @ LAA,8,0.5484,,,1,
2026-06-26,824014,643446,Jeff Mcneil,ATH,ATH @ LAA,8,0.5484,,,0,
2026-06-26,823206,573262,Mike Yastrzemski,ATL,ATL @ SF,8,0.5471,,,0,
2026-06-26,823773,664023,Ian Happ,CHC,CHC @ MIL,5,0.5421,,,1,
2026-06-26,823688,678662,Ezequiel Tovar,COL,COL @ MIN,8,0.5419,,,1,
2026-06-26,824423,681807,David Fry,CLE,SEA @ CLE,8,0.5408,,,0,
2026-06-26,822796,670032,Nicky Lopez,TEX,TEX @ TOR,9,0.5356,,,1,
2026-06-26,822796,678218,Brandon Valenzuela,TOR,TEX @ TOR,8,0.5347,,,0,
2026-06-26,824743,682987,Spencer Jones,NYY,NYY @ BOS,8,0.5331,,,1,
2026-06-26,824014,691777,Max Muncy,ATH,ATH @ LAA,7,0.533,,,0,
2026-06-26,823688,668885,Austin Martin,MIN,COL @ MIN,9,0.5194,,,0,
2026-06-26,823363,663886,Tyler Stephenson,CIN,CIN @ PIT,8,0.5193,,,1,
2026-06-26,823610,677595,Ronny Mauricio,NYM,PHI @ NYM,7,0.5193,,,0,
2026-06-26,824824,677942,Blaze Alexander,BAL,WSH @ BAL,9,0.5051,,,1,
2026-06-26,824582,686555,Isaac Collins,KC,KC @ CWS,9,0.5051,,,1,
2026-06-26,823039,688363,Graham Pauley,MIA,MIA @ STL,9,0.5013,,,1,
2026-06-26,822962,676439,Hunter Feduccia,TB,AZ @ TB,9,0.4979,,,0,
2026-06-26,823610,683146,Brett Baty,NYM,PHI @ NYM,8,0.4974,,,0,
2026-06-26,823773,624424,Michael Conforto,CHC,CHC @ MIL,8,0.4682,,,1,
2026-06-26,823285,690976,Alex Freeland,LAD,LAD @ SD,9,0.4672,,,0,
2026-06-26,824255,666211,Taylor Trammell,HOU,HOU @ DET,9,0.459,,,0,
2026-06-26,823610,702222,Justin Crawford,PHI,PHI @ NYM,9,0.4549,,,1,
2026-06-26,823773,666152,David Hamilton,MIL,CHC @ MIL,9,0.441,,,0,
2026-06-26,823206,687551,Drew Gilbert,SF,ATL @ SF,9,0.4408,,,0,
2026-06-26,824582,694378,Jacob Gonzalez,CWS,KC @ CWS,9,0.436,,,1,
2026-06-26,824423,806068,Colt Emerson,SEA,SEA @ CLE,9,0.4241,,,0,
2026-06-26,824824,660688,Keibert Ruiz,WSH,WSH @ BAL,9,0.4241,,,1,
2026-06-26,822962,694371,Tommy Troy,AZ,AZ @ TB,9,0.4241,,,0,
2026-06-26,822796,665926,Andrés Giménez,TOR,TEX @ TOR,9,0.4206,,,1,
2026-06-26,823688,666397,Edouard Julien,COL,COL @ MIN,9,0.4178,,,1,
2026-06-26,823206,673490,Ha-Seong Kim,ATL,ATL @ SF,9,0.4164,,,0,
2026-06-26,823363,682848,Endy Rodríguez,PIT,CIN @ PIT,9,0.4004,,,1,
2026-06-26,823285,660710,Rodolfo Durán,SD,LAD @ SD,9,0.3972,,,1,
2026-06-26,824014,695681,Christian Moore,LAA,ATH @ LAA,9,0.3967,,,0,
2026-06-26,824255,681546,James Outman,DET,HOU @ DET,9,0.3956,,,0,
2026-06-26,823039,665877,José Fermín,STL,MIA @ STL,9,0.3869,,,0,
2026-06-26,824014,675961,Alika Williams,ATH,ATH @ LAA,9,0.3811,,,0,
2026-06-26,823363,680574,Matt Mclain,CIN,CIN @ PIT,9,0.3803,,,0,
2026-06-26,824743,669224,Austin Wells,NYY,NYY @ BOS,9,0.3722,,,0,
2026-06-26,824423,595978,Austin Hedges,CLE,SEA @ CLE,9,0.3699,,,0,
2026-06-26,823773,621020,Dansby Swanson,CHC,CHC @ MIL,9,0.3652,,,0,
2026-06-26,823610,682626,Francisco Álvarez,NYM,PHI @ NYM,9,0.3346,,,0,
2026-06-27,824257,670541,Yordan Álvarez,HOU,HOU @ DET,2,0.6759,-212.0,257.0,0,68.0
2026-06-27,824745,682987,Spencer Jones,NYY,NYY @ BOS,7,0.4065,,,1,
2026-06-27,823364,687462,Spencer Horwitz,PIT,CIN @ PIT,1,0.6452,,,DNP,
2026-06-27,822794,679822,Justin Foscue,TEX,TEX @ TOR,9,0.3679,,,1,
2026-06-27,823364,694362,Blake Dunn,CIN,CIN @ PIT,1,0.6639,,,1,
2026-06-27,823609,664761,Alec Bohm,PHI,PHI @ NYM,4,0.6451,,,0,
2026-06-27,823364,680574,Matt Mclain,CIN,CIN @ PIT,8,0.381,,,0,
2026-06-27,823609,592663,J. T. Realmuto,PHI,PHI @ NYM,7,0.3581,,,1,
2026-06-27,823609,543760,Marcus Semien,NYM,PHI @ NYM,6,0.5263,,,DNP,
2026-06-27,823609,669004,Mj Melendez,NYM,PHI @ NYM,9,0.395,,,DNP,
2026-06-27,822794,543807,George Springer,TOR,TEX @ TOR,1,0.6974,,,0,
2026-06-27,823689,668952,Ryan Kreidler,MIN,COL @ MIN,9,0.4734,,,1,
2026-06-27,822794,676914,Davis Schneider,TOR,TEX @ TOR,7,0.397,,,0,
2026-06-27,822960,656976,Pavin Smith,AZ,AZ @ TB,6,0.6034,,,0,
2026-06-27,822960,666971,Lourdes Gurriel,AZ,AZ @ TB,7,0.4302,,,0,
2026-06-27,822960,545121,Ildemaro Vargas,AZ,AZ @ TB,8,0.4205,,,0,
2026-06-27,822960,663743,Nick Fortes,TB,AZ @ TB,8,0.4509,,,DNP,
2026-06-27,822960,810938,Ben Williamson,TB,AZ @ TB,7,0.4216,,,DNP,
2026-06-27,822794,664770,Nathan Lukes,TOR,TEX @ TOR,1,0.7192,,,1,
2026-06-27,824581,643217,Andrew Benintendi,CWS,KC @ CWS,3,0.6947,-144.0,170.0,1,59.0
2026-06-27,824745,807799,Masataka Yoshida,BOS,NYY @ BOS,1,0.6827,-9900.0,9900.0,1,99.0
2026-06-27,824257,690993,Colt Keith,DET,HOU @ DET,2,0.6806,9900.0,-178.0,0,1.0
2026-06-27,824257,701358,Cam Smith,HOU,HOU @ DET,5,0.6531,-9900.0,9900.0,1,99.0
2026-06-27,824257,514888,José Altuve,HOU,HOU @ DET,3,0.6451,233.0,-194.0,1,30.0
2026-06-27,824581,686681,Michael Massey,KC,KC @ CWS,5,0.6451,-138.0,156.0,1,58.0
2026-06-27,824257,681481,Kerry Carpenter,DET,HOU @ DET,5,0.6198,-9900.0,9900.0,1,99.0
2026-06-27,822794,694671,Wyatt Langford,TEX,TEX @ TOR,2,0.6019,,,1,
2026-06-27,824015,805779,Jacob Wilson,ATH,ATH @ LAA,5,0.6009,-178.0,203.0,DNP,64.0
2026-06-27,823364,663993,Nathaniel Lowe,CIN,CIN @ PIT,5,0.5842,-127.0,144.0,0,56.0
2026-06-27,824257,656716,Zach Mckinstry,DET,HOU @ DET,6,0.5739,-9900.0,9900.0,1,99.0
2026-06-27,824421,656555,Rhys Hoskins,CLE,SEA @ CLE,4,0.5626,,,0,
2026-06-27,824015,672724,Oswald Peraza,LAA,ATH @ LAA,6,0.5563,,,1,
2026-06-27,823283,669743,Alex Call,LAD,LAD @ SD,9,0.5563,,,0,
2026-06-27,824421,681807,David Fry,CLE,SEA @ CLE,5,0.5421,,,0,
2026-06-27,824015,671732,Lawrence Butler,ATH,ATH @ LAA,6,0.5329,,,1,
2026-06-27,823038,691458,Blaze Jordan,STL,MIA @ STL,8,0.5329,,,0,
2026-06-27,824421,608701,Rob Refsnyder,SEA,SEA @ CLE,7,0.4734,,,0,
2026-06-27,823207,691740,Daniel Susac,SF,ATL @ SF,9,0.4734,,,DNP,
2026-06-27,824581,691011,Drew Romo,CWS,KC @ CWS,9,0.4633,-108.0,113.0,0,52.0
2026-06-27,822794,665926,Andrés Giménez,TOR,TEX @ TOR,9,0.4355,,,1,
2026-06-27,823283,660710,Rodolfo Durán,SD,LAD @ SD,9,0.4353,,,1,
2026-06-27,824421,645302,Víctor Robles,SEA,SEA @ CLE,8,0.4258,,,0,
2026-06-27,824581,679845,Nick Loftin,KC,KC @ CWS,8,0.4205,-122.0,144.0,0,55.0
2026-06-27,823207,642201,Eli White,ATL,ATL @ SF,7,0.4199,,,DNP,
2026-06-27,823689,666397,Edouard Julien,COL,COL @ MIN,9,0.4166,,,1,
2026-06-27,823283,664034,Ty France,SD,LAD @ SD,7,0.4042,,,1,
2026-06-27,824825,660688,Keibert Ruiz,WSH,WSH @ BAL,8,0.3946,,,1,
2026-06-27,823770,699393,Pedro Ramírez,CHC,CHC @ MIL,8,0.3874,,,DNP,
2026-06-27,824257,694728,Brice Matthews,HOU,HOU @ DET,8,0.3874,257.0,-170.0,0,28.0
2026-06-27,823207,622761,Jorge Mateo,ATL,ATL @ SF,9,0.3782,,,DNP,
2026-06-27,824015,642350,José Siri,LAA,ATH @ LAA,9,0.3765,,,0,
2026-06-27,824745,680474,Max Schuemann,NYY,NYY @ BOS,7,0.3638,-9900.0,9900.0,1,99.0
2026-06-27,824581,671976,Tristan Peters,CWS,KC @ CWS,7,0.3616,-127.0,138.0,0,56.0
2026-06-27,824581,670231,John Rave,KC,KC @ CWS,7,0.3544,108.0,108.0,0,48.0
2026-06-27,822794,672284,Jarred Kelenic,TEX,TEX @ TOR,7,0.272,,,0,
2026-06-27,823364,682997,Tyler Callihan,PIT,CIN @ PIT,8,0.3637,3233.0,-300.0,0,3.0
2026-06-27,823609,676724,Jared Young,NYM,PHI @ NYM,5,0.5943,4900.0,-355.0,0,2.0
2026-06-27,824825,677588,José Tena,WSH,WSH @ BAL,3,0.6497,,,1,
2026-06-27,823038,663494,Bryan Torres,STL,MIA @ STL,7,0.4987,,,0,
